,name,type,formed,Search Location,stage,company,acquired,Searchfund Index,searchWebsite,companyWebsite,industry,Acquistion Location,searchers,investors,associates,Search Length,search long,search lat,acquisition lat,acquisition long,Miles Between Search and Acquisiton
134,Ingenium Partners  ,Traditional,2010-04-01,"Atlantic City, NJ, USA",Acquired,Cumberland Landscape Group,2011-12-01,1353,,https://www.cumberlandlandscapegroup.com/,Business Services,"Atlanta, GA, USA",'Billy Van Eaton',,,609,-74.4229351,39.3642852,33.7489924,-84.3902644,675.0010657846717
135,Rushmore Partners  ,Traditional,2010-01-01,"San Francisco, CA, United States",Acquired,RIA in a Box,2011-12-12,212,,http://www.riainabox.com/,Finance,"New York, NY, United States","'Will Bressman', 'G.J. King '","'Coley Andrews', 'James Berylson ', 'Craig Burr ', 'David Carver', 'Jim Edmunds', 'Bill Egan ', 'Jim Ellis', 'Frank Ghali ', 'Ashley Giesler', 'Rich Kelley', 'Lenny Mendonca', ""Michael F O'Connell"", ""MK O'Connell"", 'Bill Powers ', 'Gerald Risk', 'David Salisbury ', 'Marc Singer ', 'Jim Southern', 'Kevin Taweel', 'Will Thorndike', 'Joe Niehaus'","""Matthew O'Brien"", 'Rob Southern'",710,-122.419906,37.7790262,40.7127281,-74.0060152,2565.626989061751
136,Yukon Capital  ,Self Funded,2013-01-01,"Newport Beach, CA, United States",Acquired,Montrose Environmental Group,2012-01-01,330,http://www.yukoncap.com/,http://www.montrose-env.com/,Business Services,"Irvine, CA, United States","'Nina Prasad ', 'Marcus Tan ', 'Jeremiah Yu '",,,NaN,-117.9294401,33.6170092,33.6856969,-117.8259819,7.6112150690817035
137,Atrion Partners  ,Traditional,2009-01-01,"Siegen, Germany",Acquired,Invers,2012-01-01,355,http://www.atrion-partners.de/,http://www.invers.com/,Software,"Netphen, Siegen-Wittgenstein, Germany",'Alexander Kirn',"'Sandro Mina', 'Martin Steber', 'Hermann Simon', 'Siegfried Mueller'",,1095,8.0227233,50.8749804,50.9125904,8.1026183,4.344720293852202
138,Charlotte Street Partners  ,Traditional,2011-06-06,"East Hartford, CT, United States",Acquired,Out of Home America Wilkins Media (oohawilkins),2012-01-01,188,,http://wilkinsmedia.com/,Business Services,"New York, NY, United States",'Jon Selame',"'Robert Whitelaw', 'Mark Rothschild', 'Rick Bruder', 'Sandro Mina', 'Martin Steber', 'Tom Cassutt', 'David Lazier'",,209,-72.6120346,41.7823216,40.7127281,-74.0060152,103.46479362104388
139,Gum Branch Capital  ,Traditional,2008-01-01,"San Francisco, CA, United States",Acquired,ISC Water Solutions,2012-01-01,184,inactive: http://www.gumbranchcapital.com/,http://www.iscwater.com/,Business Services,"Harvey, IL, United States","'Christopher Dooley', 'Charles Phillips'","'David Carver', 'Rich Kelley', 'Jim Edmunds', 'Todd Tracey'",,1461,-122.419906,37.7790262,17.68136,-64.7661476,3725.246399045434
140,Open Water Capital  ,Traditional,2009-11-16,"San Mateo, CA, USA",Acquired,Clarity Service Group,2012-02-01,836,http://www.openwatercap.com,http://www.clarityservicegroup.com,Healthcare,"Philadelphia, PA, USA","'Michael Skey', 'Blake Adams '","'Bill Egan ', 'Mark Egan ', 'Dick Allen ', 'Peter Kelly', 'Brad Jones ', 'Kent Weaver', 'Craig Burr ', 'Tim Ludwig', 'Sandro Mina', 'Will Thorndike', 'Jim Wilder', 'Joe Niehaus', 'Paul Rogers', 'Robert Mittendorff'","'David Li ', 'Sarabjeet Chugh ', 'Michael Strickland ', 'Alejandro Torres '",807,-122.3330573,37.496904,39.9527237,-75.1635262,2518.5705949939347
141,Accretia Capital  ,Traditional,2011-04-01,"San Francisco, CA, United States",Acquired,Lecorpio,2012-04-01,255,,http://www.lecorpio.com/,Software,"San Francisco, CA, United States",'Jay Madsen ',"'Jeff Stevens', ""MK O'Connell"", 'Tim Ludwig', 'Michael De Anda ', ""Michael F O'Connell"", 'Mike Smerklo', 'Tom Cassutt', 'David Lazier', 'Rich Kelley', 'Jim Edmunds', 'David Carver', 'Will Thorndike', 'Joe Niehaus', 'Mark Hilderbrand ', 'Kevin Taweel', 'Robert Dahl ', 'Gerald Risk', 'Paul Davies', 'Rene Lajous', 'Chris Sekula', 'Jos Stella', 'Rafael Somoza', 'Kent Weaver', 'Jamie Turner ', 'Scott Asen', 'Bill Egan ', 'Richard Augustyn', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle', 'Larry Dunn', 'Joel Peterson'",,366,-122.419906,37.7790262,37.7790262,-122.419906,0.0
142,Globe Equity Partners  ,Traditional,2011-01-01,"San Francisco, CA, United States",Acquired,Cleo Communications,2012-04-04,127,http://www.globeequitypartners.com/,www.cleo.com,Software,"San Francisco, CA, United States","'Sumit Garg', 'Mahesh Rajasekharan'","'Billy (William) Maguy ', 'Barry Reynolds ', 'Joe Niehaus', 'Mark Hilderbrand ', 'Will Thorndike', 'Jim Southern', 'Coley Andrews', 'Joel Peterson', 'Bipin Agarwal ', 'Sal Mahbouba', 'Glenn Healey', 'Paul Rogers', 'A.J. Wasserstein', 'Robert Dahl ', 'Christoph Ludwig ', 'David Lazier', 'Gerald Risk', 'Hiten Varia ', 'Jim Ellis', 'Jos Stella', 'Keith Gillespie ', 'Kent Weaver', 'Kevin Taweel', 'Rafael Somoza', 'Sandro Mina', 'Tim Ludwig', 'Todd Sandoz ', 'Tom Cassutt'",,459,-122.419906,37.7790262,37.7790262,-122.419906,0.0
143,Liberty Place Capital  ,Traditional,2009-06-06,"Philadelphia, PA, United States",Acquired,Raptor Technologies,2012-04-04,84,http://www.libertyplacecapital.com/,http://www.raptortech.com/,Software,"Houston, TX, United States",'Jim Vesterman',"'Craig Burr ', 'Bill Egan ', 'Allen Hill ', ""Michael F O'Connell"", 'Tim Ludwig', 'Bob Oster ', 'Rich Kelley', 'Jim Edmunds', 'David Carver', 'Chuck Salzman ', 'Jim Southern', 'Will Thorndike', 'A.J. Wasserstein', 'Kent Weaver', 'Coley Andrews', 'Harold Mottet', ""MK O'Connell""","'Gordon Crenshaw', 'Lysandra Alves '",1033,-75.1635262,39.9527237,29.7589382,-95.3676974,1339.8905666803062
144,"Acuity Capital Partners, LLC  ",Traditional,2007-10-01,"Chicago, Illinois, United States",Acquired,"DeWayne's Quality Metal Coatings, LLC",2012-05-01,690, http://www.acuitycapllc.com/,http://www.dqmc.net,Manufacturing,"Lexington, TN, United States",'G.R. Kearney',,,1674,-87.6244212,41.8755616,35.650903,-88.3933796,432.06783933363437
145,Frisco Capital ,Traditional,2008-01-01,"Palo Alto, CA, United States",Acquired,Leader Technologies (Aviata),2012-05-01,691,http://www.friscocapital.com/,http://www.aviatainc.com/,Software,"San Francisco, CA, United States",'Timothy (Dwight) Wardlaw',"'Fraser Black ', 'Karen Moriarty', 'Jim Southern', 'Paul Rogers', 'Brad Brown', 'Glenn Healey', 'Don Sanders ', 'Steven Wheelwright', 'Paul Davies', 'Rene Lajous', 'Chris Sekula', 'Natalie Cryer', 'Jim Franke '","'Ramon Rick', 'Steve Lucchese ', 'Morgan Martindell ', 'Troy Carter ', 'Adam Tarhouni '",1582,-122.1598465,37.4443293,37.7790262,-122.419906,27.15484037339915
146,KLARO PARTNERS LIMITED  ,Self Funded,2011-06-01,"Kirkcudbright, Scotland, UK",Acquired,Classic Desserts Ltd.,2012-06-01,829,www.http://www.klaropartners.com/,http://classicdesserts.co.uk/,Wholesale,"Penrith, Cumbria, United Kingdom",'Ben Shamash',,,366,-4.0543927,54.8352482,54.68613645,-2.756940668280912,52.739994629988814
147,Rosemore Capital  ,Traditional,2011-06-06,"Pittsburgh, PA, United States",Acquired,Virtual OfficeWare,2012-08-02,159,,http://vowhs.com/,Software,"Pittsburgh, PA, United States","'David Harel ', 'Joe Macies'","'Jeff Stevens', 'Jim Southern', 'Robert Dahl ', 'Ashley Giesler', 'Coley Andrews', 'Greg Matthews', 'Grant Schafle', 'Richard Augustyn', 'Larry Dunn'",'David Kestenberg',423,-79.9900861,40.4416941,40.4416941,-79.9900861,0.0
148,"Arosa, LLC  ",Self Funded,2011-07-01,"Durham, NC, United States",Acquired,Nurse Care of North Carolina,2012-10-01,336,http://arosallc.com/,http://www.nursecarenc.com/,Healthcare,"Raleigh, NC, United States",'Ari Medoff',,,458,-78.9018053,35.996653,35.7803977,-78.6390989,20.964415463848656
149,High Park Capital Partners  ,Traditional,2011-07-07,"Toronto, ON, Canada",Acquired,eCompliance,2012-10-10,143,inactive: http://www.highparkcapital.com/,http://www.ecompliance.com/,Software,"Toronto, ON, Canada","'Adrian Bartha', 'Josh LeBrun'","'Jeff Stevens', 'Jim Southern', 'Coley Andrews', 'Stephen Clearman', 'Tushar Shah', 'Paul Rogers', 'Glenn Healey', 'Scott Asen', 'Bill Egan ', 'Peter Francis ', 'Sidney Hynes ', 'David Lazier', 'Alina Osorio ', 'Martin Steber', 'Richard Venn ', 'Tom Cassutt', 'Jim Ellis', 'Josh Harlan ', 'Peter Kelly', 'Sandro Mina', 'Kevin Taweel', 'Steven Wheelwright', 'Pat Madigan ', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle'",,461,-79.3839347,43.6534817,43.6534817,-79.3839347,0.0
150,Madison Equity Associates  ,Traditional,2010-07-07,"Chicago, IL, United States",Acquired,Little Sprouts,2012-10-10,118,http://madisonequityassociates.com/,http://www.littlesprouts.com,Consumer Services,"Boston, MA, United States",'Mark Anderegg',"'Jim Southern', 'Coley Andrews', 'Scott Asen', 'Craig Burr ', 'Bill Egan ', 'Mark Egan ', 'Matthew Burr', 'Ted McCarthy', 'Sandro Mina', ""MK O'Connell"", 'David Chandler', 'Rob Healy', 'Tim Murray', 'William Royall ', 'Gunnar Bjorklund ', 'Anders Brag ', 'Robert Dahl ', 'Glenn Healey', 'Tim Ludwig', 'A.J. Wasserstein', 'Kent Weaver', 'Paul Davies', 'Natalie Cryer', 'Rene Lajous', 'Chris Sekula', 'Keith Gross', 'Jonathan Schatz', ""Michael F O'Connell""",,826,-88.125016,42.371614,42.3602534,-71.0582912,869.7893050078827
151,Knob Hill Partners  ,Traditional,2008-06-06,"Boston, MA, United States",Acquired,Sage Data Security,2012-11-11,125,,http://www.sagedatasecurity.com,Software,"Portland, ME, United States","'Charles Burckmyer', 'Scott Noll'","'Richard Augustyn', 'Larry Dunn', 'Jeff Stevens', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle'",,1619,-71.0582912,42.3602534,43.6610277,-70.2548596,98.61505037319913
152,Fig Tree Partners  ,Traditional,2012-11-01,"San Francisco, CA, United States",Acquired,"Wiser Solutions, Inc.",2012-12-01,732,inactive: http://www.figtreepartners.com/,http://www.wiser.com/,Business Services,"San Mateo, CA, United States",'Andy Ballard ',,,30,-122.419906,37.7790262,37.496904,-122.3330573,20.063615413635908
153,"Servan & Co, LLC  ",Single Sponsor,2017-07-01,"Boston, MA, United States",Acquired,Onsite Truck & Trailer Service LLC,2012-12-01,521,http://www.servanandco.com/,http://www.onsitetruckrepairky.com/,Transportation,"Louisville, Kentucky, USA",'Flo Servan',"'Timothy Bovard', 'Jeremy Silverman', 'Andrea Gonzalez Corleto', 'Chris Fuller', 'Zachary Kahane'",,NaN,-71.0582912,42.3602534,38.2542376,-85.759407,823.5856847006763
154,Triple Creek Capital  ,Traditional,2011-01-01,"Longmont, CO, United States",Acquired,Circle Graphics,2013-01-01,265,http://www.triplecreekcapital.com/,www.circlegraphicsonline.com,Manufacturing,"Longmont, CO, United States",'Andrew Cousin',"'Craig Burr ', 'David Carver', 'David Dodson', 'Jim Edmunds', 'Jim Ellis', 'Brad Fauvre ', 'Peter Francis ', 'Michael T. Fries ', 'Grant M. Inman ', 'Rich Kelley', 'Scott Lynn ', 'Chris Mathias ', ""Michael F O'Connell"", 'David Prokupek ', 'Barry Reynolds ', 'Gerald Risk', 'Gary Seehoff ', 'Rafael Somoza', 'Jim Southern', 'Jos Stella', 'Howard Stevenson ', 'Kevin Taweel', 'Will Thorndike', 'Kent Weaver', 'Joe Niehaus', 'Coley Andrews'",,731,-105.1019287,40.1672117,40.1672117,-105.1019287,0.0
155,Longship Partners  ,Traditional,2013-01-01,"Dallas, TX, United States",Acquired,RecruitMilitary,2013-01-01,700,,http://www.recruitmilitary.com,Business Services,"Loveland, OH, United States",'Peter Gudmundsson',"'Jeff Stevens', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle', 'Richard Augustyn', 'Larry Dunn', 'David Carver', 'Jim Edmunds', 'Michelle Fortier'",,0,-96.7968559,32.7762719,39.2676804,-84.2746038,829.9465764747393
156,SHR Capital Partners  ,Traditional,2010-01-01,"New York, NY, United States",Acquired,Gogotech,2013-01-01,459,http://www.shrcap.com/,http://www.Gogotech.com,Software,"New York, NY, United States","'Hassan Ragab', 'Tido Meyerhoff'","'Tom Cassutt', 'David Lazier', 'Harold Mottet', 'David Carver', 'Jim Edmunds', 'Rich Kelley'",,1096,-74.0060152,40.7127281,40.7127281,-74.0060152,0.0
157,Ender Ventures  ,Traditional,2012-01-01,"San Francisco, CA, United States",Acquired,Alert1,2013-01-02,199,,https://www.alert-1.com/,Business Services,"Williamsport, PA, United States","'Shayne Fitz-Coy', 'Arar Han '",'Peter Kelly',,367,-122.419906,37.7790262,41.2493292,-77.0027671,2405.168625167042
158,Solquest Management LLC  ,Traditional,2011-04-01,"Brentwood, TN, United States",Acquired,"Espyr (formerly EAP Consultants,LLC)",2013-02-01,452,,http://www.eapconsultants.com,Business Services,"Atlanta, GA, United States",'Rick Taweel ',"'Jim Southern', 'Tom Cassutt', 'David Lazier', 'Jeff Stevens', 'Ashley Giesler', 'Coley Andrews', 'Greg Matthews', 'Grant Schafle'",,672,-86.7825235,36.0325687,33.7489924,-84.3902644,208.01198331329027
159,Pylon Capital  ,Traditional,2011-05-11,"Los Angeles, CA, United States",Acquired,FastSpring,2013-03-03,122,http://www.pyloncap.com,https://fastspring.com/,Software,"Santa Barbara, CA, United States","'Chris Lueck', 'Tom Tzakis'","'Jim Southern', 'Tom Cassutt', 'David Lazier', 'Jeff Stevens', 'Ashley Giesler', 'Coley Andrews', 'Harold Mottet', 'Greg Matthews', 'Grant Schafle', 'Richard Augustyn', 'Larry Dunn', 'David Carver', 'Jim Edmunds', 'Rich Kelley', 'Glenn Healey', 'Paul Rogers', 'Todd Tracey', 'Howard Stevenson ', 'Andrew Stevenson ', 'Will Stevenson', 'Nicholas Stonnington ', 'Brian McGuigan ', 'Ken Alston', 'Todd Sandoz ', 'Scott Asen', 'Jeff Diermeier ', 'Chris Lewis ', 'Courtney Shea ', 'Bill Egan ', 'Ted McCarthy', 'Kent Weaver', 'Stan Baratz ', 'Allen Hill ', 'Bob Oster '",,662,-118.242766,34.0536909,34.4221319,-119.7026673,87.18785461513316
160,Coles Bay Group  ,Self Funded,2013-01-01,"Brooklyn, NY, USA",Acquired,All Type Electric,2013-04-01,339,http://www.colesbaygroup.com/,http://alltype.ca/,Construction,"Edmonton, AB, Canada","'Michael Brown', 'Alexander Eu'",,,90,-73.9495823,40.6501038,53.535411,-113.507996,2028.6527757161753
161,BackCountry Capital  ,Traditional,2011-07-01,"Denver, CO, United States",Acquired,Eagle Automation (fka Scada Source),2013-05-01,312,http://www.backcountrycapital.com/c,http://www.eagleautomation.com,Oil and Gas,"Denver, CO, United States",'Brandon Giles ',"'Jeff Stevens', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle', 'Richard Augustyn', 'Larry Dunn', 'Tom Cassutt', 'Robert Dahl ', 'Jim Ellis', 'Peter Francis ', 'David Lazier', 'Gerald Risk', 'Jim Sharpe', 'Rafael Somoza', 'Jos Stella', 'Kevin Taweel', 'Kent Weaver', 'Joe Niehaus', 'Will Thorndike', 'Glenn Healey', 'Paul Rogers'","'Edward Eiboden ', 'Dapo Fedeyi '",670,-104.9848623,39.7392364,39.7392364,-104.9848623,0.0
162,Rall Search Fund  ,Traditional,,"San Diego, CA, USA",Acquired,Golden Shine Cleaning Services (now Cleanology),2013-05-31,992,,https://goldenshine.com/,Consumer Services,"San Diego, CA, USA","'Matthew Rall', 'Chris Rall'",,,,-117.1627728,32.7174202,32.7174202,-117.1627728,0.0
163,TBG Equity  ,Self Funded,2012-01-01,"Los Angeles, CA, United States",Acquired,Cadence Power,2013-06-01,528,http://www.tbgequity.com/,http://www.cadencepower.com/,Utilities,"CA 92625, United States",'Jake Bergman ',,,517,-118.242766,34.0536909,33.6719434,-117.8882779,33.30681128184343
164,GrowthFire  ,Traditional,2008-01-01,"Minneapolis, MN, United States",Acquired,Great Bay Software,2013-06-01,460,http://www.growthfire.com/,http://www.greatbaysoftware.com,Software,"Bloomington, MN, United States",'Tim Butler',"'Tom Cassutt', 'David Lazier', 'Avinash Ambale ', 'Stan Baratz ', 'Stan Bell ', 'Richard Butler ', 'George Daum ', 'Thomas Hudson ', 'David Carver', 'Larry Lepard', 'Billy (William) Maguy ', 'Chris Walker '",,1978,-93.2654692,44.9772995,44.8322405,-93.3204872,10.377967645204883
165,Golden Spike Capital  ,Self Funded,2011-11-01,"Kansas City, MO, United States",Acquired,Carlson Products LLC,2013-07-01,511,Golden Spike Capital,https://www.carlsonproducts.com/,Manufacturing,"Maize, KS, United States",'Austin Peterson ',,,608,-94.5781416,39.100105,37.7791787,-97.4672674,181.02870986439703
166,Succession Leadership Capital  ,Traditional,2012-06-01,"Reading, PA, United States",Acquired,Zeswitz Music,2013-07-01,333,http://successionleadership.com/,http://zeswitzmusic.com/,Consumer Services,"Reading, PA, United States",'Randy Shayler',"'Rick Ruback', 'Royce Yudkoff'",,395,-75.9279495,40.335345,40.335345,-75.9279495,0.0
167,Ascent Equity Group  ,Traditional,2012-06-01,"Houston, TX, United States",Acquired,Rod & Tubing Services,2013-08-01,319,http://www.ascentequity.com/,http://www.rtsinspection.com,Oil and Gas,"Houston, TX, United States","'Joseph Sikoscow', 'Daniel Williams', 'Joseph  Saliba'","'Andy Love', 'Brad Buser', 'B.A. Cullum', 'Jon Altschuler', 'Ganesh Betanabhatla ', 'John De Meritt ', 'Steve Duke ', 'Glenn Hubbard', 'Karl Kurz ', 'Tim Ludwig', 'Alberto Martin-Sobern ', 'Rafael Somoza', 'Jos Stella', 'Kent Weaver', 'Gabriel Wood ', 'Paul Davies', 'Rene Lajous', 'Chris Sekula', 'Natalie Cryer', 'Fred Coulson ', 'Aaron Handke ', 'Joe Onofrio ', 'Ken Bowdon', 'Anthony Roberts', 'Rich Kelley', 'Jim Edmunds', 'David Carver', 'Todd Tracey'","'Sebastian Gast', 'Kelci Thomasco ', 'James Saliba', 'Jay Guo '",426,-95.3676974,29.7589382,29.7589382,-95.3676974,0.0
168,Be Tru LLC  ,Self Funded,2012-07-01,"Royal Oak, Michigan, United States",Acquired,Tru Dental,2013-09-01,523,,https://trufamilydental.com/,Business Services,"Royal Oak, MI, United States","'Brandon Halcott', 'Erik Abraham '",,,427,-83.1446485,42.4894801,42.4894801,-83.1446485,0.0
169,FI Partners  ,Traditional,2013-01-01,"North York, Toronto, Ontario, Canada",Acquired,Caryl Baker Visage (CBV) (cosmetics),2013-10-01,944,http://www.fipartners.ca/,https://carylbakervisage.com/,Consumer Services,"Toronto, ON, Canada","'Justin Dumitrescu ', 'Nathan Tam '",,,273,-79.44911696639593,43.7543263,43.6534817,-79.3839347,7.690837322758394
170,Pacific Generation Partners  ,Self Funded,2012-01-01,"Los Angeles, CA, United States",Acquired,Xemplar Workforce Solutions,2013-10-01,468,http://www.pacgenpartners.com/,http://www.xemplar.com,Business Services,"Salt Lake City, UT, United States","'Andrew Adler ', 'Adam Himoff '",,,639,-118.242766,34.0536909,40.7596198,-111.8867975,579.603810180357
171,"Fore River Ventures, LLC  ",Self Funded,2011-09-01,"Boston, MA, United States",Acquired,Co-Energy America,2013-10-01,490,,http://www.coenergyamerica.com/,Oil and Gas,"Upton, MA",'C. Trevor Childs ',,,761,-71.0582912,42.3602534,31.3720387,-102.0386055,1859.7684906551017
172,Footbridge Partners  ,Traditional,2012-06-01,"New York, NY, United States",Acquired,smarTours,2013-10-11,181,http://www.footbridgepartners.com/,http://www.smarTours.com,Consumer Services,"New York, NY, United States","'Greg Geronemus', 'David Rosner '","'Harold Mottet', 'Michael Klein ', 'Kent Weaver', 'Tim Ludwig', 'A.J. Wasserstein', 'Badge Stone', 'Steve Ressler'","'Michael Atzmon', 'Howard Jordan Jacobsen '",497,-74.0060152,40.7127281,40.7127281,-74.0060152,0.0
173,BrightStar Capital (London)  ,Traditional,2013-07-01,"London, UK",Acquired,"NRG Gym, Ltd.",2013-11-01,1266,www.brightstarcapital.co.uk,https://nrggym.com/,Consumer Services,"London, UK",'Tom Billings',,,123,-0.1276474,51.5073219,51.5073219,-0.1276474,0.0
174,CPS Management Partners  ,Traditional,2013-04-04,"Toronto, ON, Canada",Acquired,Windley Ely,2013-11-11,78,,http://windleyely.com/,Business Services,"London, ON, Canada","'Michael Arblaster', 'Jeffrey Tung'","'Jeff Stevens', 'Ashley Giesler', 'Rene Lajous', 'Richard Augustyn', 'Peter Kelly', 'Tim Ludwig', 'Kent Weaver', 'Scott Asen', 'Wei Lin', 'Peter Francis ', 'Andy Love', ""MK O'Connell"", 'A.J. Wasserstein', 'Greg Matthews', 'Grant Schafle', 'Larry Dunn', 'Brad Buser'",,221,-79.3839347,43.6534817,42.9836747,-81.2496068,104.57882316437285
175,KvS Beteiligung Gmbh  ,Traditional,2011-08-08,"Munich, Germany",Acquired,S-CAPE & caresyntax,2013-12-06,358,,https://caresyntax.com/about/ ,Healthcare,"Berlin, Germany","'Bjrn von Siemens ', 'Dennis Kogan'","'Sandro Mina', 'Martin Steber', 'Jim Sharpe', 'Steven Wheelwright'",,851,11.5753822,48.1371079,52.5170365,13.3888599,312.99052627394684
176,RedLeaf Management Partners  ,Traditional,2012-07-07,"Toronto, ON, Canada",Acquired,Microdea,2013-12-12,180,http://www.redleafpartners.com/,https://www.microdea.com/,Software,"Markham, ON, Canada",'Steve Divitkos',"'Richard Augustyn', 'Austin Beutel ', 'David Carver', 'Tom Cassutt', 'Jim Edmunds', 'Rich Kelley', 'David Lazier', 'Sandro Mina', 'Duane Phillips ', 'Paul Rogers', 'Rick Ruback', 'Jim Sharpe', 'Gerald Sheff ', 'Martin Steber', 'Richard Venn ', 'Royce Yudkoff', 'Larry Dunn'",,523,-79.3839347,43.6534817,43.8563707,-79.3376825,14.207066801368617
177,Mammoth Equity Partners  ,Traditional,2011-06-04,"San Francisco, CA, United States",Acquired,Aegis Treatment Centers,2014-01-01,194,,https://aegistreatmentcenters.com/,Healthcare,"Los Angeles, CA, United States","'Andrew Brown', 'Alex Dodd'","'Jim Southern', 'Coley Andrews', 'Tom Cassutt', 'Casper De Clercq ', 'Jim Ellis', 'Jim Franke ', ' Nicholas Greenspan ', 'David Lazier', 'Lenny Mendonca', 'Michael Miles', 'Gerald Risk', 'Rafael Somoza', 'Jim Sharpe', 'Jos Stella', ' Robert Sternfels ', 'Kevin Taweel', 'Gunnar Bjorklund ', 'Sandro Mina', 'Martin Steber', 'Will Thorndike', 'Paul Davies', 'Rene Lajous', 'Chris Sekula', 'Natalie Cryer', 'Jim Wilder', 'Joe Niehaus', 'Mark Hilderbrand ', 'Glenn Healey', 'Paul Rogers', 'Keith Gross'",,942,-122.419906,37.7790262,34.0536909,-118.242766,347.6051548684677
178,"Attis Capital Partners, LLC  ",Self Funded,2012-01-01,"Newport Beach, CA, USA",Acquired,CCS/ Nature Care - Commercial Landscape and Facility Maintenance,2014-01-01,888,https://attispartners.weebly.com/,https://www.naturecarelandscaping.com/,Business Services,"Los Angeles, CA, USA",'Anuj Gup',,,731,-117.9294401,33.6170092,34.0536909,-118.242766,35.12407079884932
179,Arcu Capital  ,Traditional,2013-05-01,"Mexico City, Mexico",Acquired,Grupo Torre Médica,2014-01-01,526,inactive: http://www.arcucapital.com/,http://grupotm.com.mx,Healthcare,"Mexico City, Mexico","'Julian Arber ', 'Rodrigo Cuevas ', 'Gustavo Fernndez de Loyola '","'Sandro Mina', 'Martin Steber'",'Bernardo Garza Quiroga',245,-99.1331785,19.4326296,19.4326296,-99.1331785,0.0
180,Blue Springs Capital Partners  ,Self Funded,2012-10-10,"Orlando, FL, United States",Acquired,Blue Vault Partners,2014-01-01,203,http://bluespringscapital.com/,http://bluevaultpartners.com/,Real Estate,"Orlando, FL, United States","'Jared Schneider', 'Jeff Halbert '","'Ruben Perez ', 'Heath Ritenour ', 'Craig Peterson '",,448,-81.3790304,28.5421109,28.5421109,-81.3790304,0.0
181,MPG Equity Partners LLC  ,Traditional,2013-07-01,"Chicago, IL, United States",Acquired,BrainBits LLC,2014-01-01,571,http://www.mpgequity.com/,http://www.brainbitsllc.com/,Healthcare,"Chicago, IL, United States",'Michael Goy',,,184,-88.125016,42.371614,42.371614,-88.125016,0.0
182,Perigee Capital Partners  ,Traditional,2012-03-03,"Round Rock, TX, United States",Acquired,developerprogram,2014-01-14,193,http://www.perigeecapital.com/,http://developerprogram.com/,Software,"Round Rock, TX, United States",'Bhavesh Patel',"'Coley Andrews', 'Richard Augustyn', 'Tom Cassutt', 'Brandon Cope ', 'Paul Davies', 'Rene Lajous', 'Chris Sekula', 'Jim Ellis', 'David Lazier', 'Chris Mahowald', 'Steven Meltzer ', 'Trygve Mikkelsen ', 'Bob Oster ', 'Gerald Risk', 'Jim Southern', 'Jeff Stevens', 'Kevin Taweel', 'David Thompson ', 'Ashley Giesler', 'Greg Matthews', 'Grant Schafle', 'Larry Dunn', 'Joel Peterson'",,682,-97.6788934,30.508235,30.508235,-97.6788934,0.0
183,"Red Iron Partners, LLC  ",Traditional,2011-01-01,"Charlotte, NC, USA",Acquired,"Carolina Recording Systems, LLC",2014-02-01,1058,http://www.redironpartners.com/,https://www.crsnc.com/,Business Services,"Charlotte, NC, USA","'Byron Burns', 'Byron B. Burns III '",,,1127,-80.8430827,35.2272086,35.2272086,-80.8430827,0.0
184,Garnett Station Partners  ,Traditional,2013-08-08,"New York, NY, United States",Acquired,Burger King Franchises,2014-04-04,164,http://www.garnettstation.com/,http://www.garnettstation.com/burger-king,Retail,United States,"'Alex Sloane', 'Matthew Perelman'",'Daniel Reese',,239,-74.0060152,40.7127281,39.7837304,-100.4458825,1390.536177117779
185,Seneca Creek Partners  ,Traditional,2013-06-06,"Atlanta, GA, United States",Acquired,Krueger Gilbert Health Physics (KGHP),2014-04-04,128,http://www.senecacreekpartners.com/,http://kruegergilbert.com/,Healthcare,"Baltimore, MD, United States","'Keith Burns', 'Michael Curry'","'Jeff Stevens', 'Ashley Giesler', 'Paul Davies', 'Rene Lajous', 'Chris Sekula', 'Aaron Gabbart', 'Joel Peterson', 'Glenn Healey', 'Zachary Urban', 'David Carver', 'Jim Edmunds', 'Rich Kelley', 'Tim Ludwig', 'Kent Weaver', 'Peter Kelly', 'David Dodson', 'Sandro Mina', 'Jim Perry ', 'Gerald Risk', 'A.J. Wasserstein', 'Martin Steber', 'Rachel Sheridan ', 'Paul Sheridan ', 'Tomas Bergstrand', 'Ravi Mallik', 'Greg Matthews', 'Grant Schafle', 'Richard Augustyn', 'Larry Dunn'",'Darius Redmon',302,-84.3902644,33.7489924,39.2908816,-76.610759,576.8289726564379
