,name,type,formed,Search Location,stage,company,acquired,Searchfund Index,searchWebsite,companyWebsite,industry,Acquistion Location,searchers,investors,associates,Search Length,search long,search lat,acquisition lat,acquisition long,Miles Between Search and Acquisiton
0,Nova Capital  ,Single Sponsor,1984-01-01,"Boston, MA, United States",Acquired,Uniform Printing,1984-01-01,420,,,,"Fort Worth, TX, United States",'Jim Southern','Irv Grousbeck',,0,-71.0582912,42.3602534,32.753177,-97.3327459,1576.275405004834
1,Galena Corp  Harvard University - Harvard Business School,Traditional,1985-06-01,"Palo Alto, CA, United States",Acquired,"Alta Colleges, Inc.",1987-06-01,496,,,,"Denver, CO, United States","'Jamie Turner ', 'Kirk Riedinger'",'Rob Johnson ',,730,-122.1598465,37.4443293,39.7392364,-104.9848623,939.4586908799
2,Hanover West  ,Traditional,1986-01-01,"Washington, DC, United States",Acquired,Atlas Container Corporation,1988-11-01,501,,http://atlascontainer.com/,,"Severn, MD, United States","'Paul Centenari ', 'Peter Centenari '",,,1035,-77.0365427,38.8950368,39.1354665,-76.70062377708201,24.518720753680483
3,David Dodson - 1st Fund  Stanford University - Graduate School of Business,Traditional,1987-06-01,"Stanford, CA, United States",Acquired,Smith Alarm Systems,1989-01-01,418,,,,,'David Dodson',"'Bill Egan ', 'Mark Egan ', 'Jim Southern'",,580,-122.17029258409188,37.4265407,NaN,NaN,NaN
4,Balkin Corp  Stanford University,Traditional,1991-01-01,"Redwood City, CA, United States",Acquired,Western Cable Systems,1991-01-01,430,,,,"San Francisco, CA, United States",'Jeff Stevens',,,0,-122.232523,37.4863239,37.7790262,-122.419906,22.674433169601336
5,Braden Partners  ,Traditional,1990-01-01,"Palo Alto, CA, United States",Acquired,Med-Mart now known as Pacific Pulmonary Services,1993-01-01,415,,http://www.ppsc.com/,,"Novato, California, United States","'Peter Kelly', 'Leon Winters', 'Paul White '",'Will Thorndike',,1096,-122.1598465,37.4443293,38.1061979,-122.5681191,50.87669972907448
6,Sverica International  ,Traditional,1993-01-01,"San Francisco, CA, United States",Acquired,Cameraworld.com,1994-01-01,579,sverica.com,,,Portland,"'Sandro Mina', 'Martin Steber', 'Gunnar Bjorklund ', 'Nick Babchuk '",,,365,-122.419906,37.7790262,45.5202471,-122.6741949,535.0276926128224
7,Pathfinder Capital  ,Self Funded,1993-03-01,"Toronto, ON, Canada",Acquired,Chapters Inc (formed from buyouts of SmithBooks in 1994 and Coles in 1995 (Canada’s two largest book retailers),1994-01-01,419,,https://www.chapters.indigo.ca/en-ca/,,"Etobicoke, Toronto, Ontario, Canada","'Larry Stevenson ', 'Harry Yanowitz ', 'Pamela (Spielmann) Stevenson'",,,306,-79.3839347,43.6534817,43.6435559,-79.5656326,9.109861793586282
8,Amersham Corp.  Harvard University - Harvard Business School,Traditional,1993-06-01,"Van Nuys, CA",Acquired,"Terry Hinge & Hardware, dba Terry Industrial",1994-01-01,407,,,,"Van Nuys, CA",'Andrew Cousin','Jim Southern',,214,-118.4486675,34.1866193,34.1866193,-118.4486675,0.0
9,Simon Webster Search Fund  ,Traditional,1991-01-01,"London, United Kingdom",Acquired,RSL,1994-01-01,679,,http://rslsteeper.com/,,"London, United Kingdom",'Simon Webster',,,1096,-0.1276474,51.5073219,51.5073219,-0.1276474,0.0
10,Falcon Capital Corp. ,Traditional,1993-01-06,"Stanford, CA, United States",Acquired,"ADAP, Inc",1995-01-06,417,,,,"Boston, MA, USA",'David Dodson',"'Jeff Stevens', 'Ashley Giesler'",,730,-122.17029258409188,37.4265407,42.3602534,-71.0582912,2689.980183327672
11,Mill River Corporation ,Traditional,1994-01-01,"Palo Alto, CA, United States",Acquired,Road Rescue Inc. (now Asurion),1995-07-01,423,,http://www.asurion.com/,,"Houston, TX, United States","'Kevin Taweel', 'Jim Ellis'","'Will Thorndike', 'Michael De Anda ', ""MK O'Connell"", ""Michael F O'Connell""","'Ashley Giesler', 'Doug Tudor ', 'Bret Comolli', 'Gerald Risk'",546,-122.1598465,37.4443293,29.7589382,-95.3676974,1624.0362187105832
12,Gene Baker Search Fund  ,Traditional,1995-01-01,"Palo Alto, CA, United States",Acquired,Hudson Bend Corp.,1996-01-01,421,,,,"Oakland, CA, United States",'Gene Baker ',,,365,-122.1598465,37.4443293,37.8044557,-122.2713563,25.61970698087665
13,Sansair Corporation  ,Traditional,1991-09-09,"Palo Alto, CA, United States",Acquired,Carillon Assisted Living,1996-01-01,558,,http://www.carillonassistedliving.com/,,"Raleigh, NC 27606, United States",'Karen Moriarty',"'Will Thorndike', 'Jim Southern', 'Bill Egan '",,1575,-122.1598465,37.4443293,35.7772936,-78.647651,2394.44204859839
14,"Redwood Partners, Inc.  ",Traditional,1994-04-01,"Los Angeles, CA, USA",Acquired,"Classic Party Rentals, Inc. (formerly Event Rentals, Inc)",1996-01-01,958,,,,"Los Angeles, CA, USA",'John Moran ','Will Thorndike',,640,-118.242766,34.0536909,34.0536909,-118.242766,0.0
15,The Nexus Group  ,Traditional,1995-01-01,"Salt Lake City, UT, USA",Acquired,retail stores,1997-01-01,807,,,,,'Doug Wells',,,731,-111.8867975,40.7596198,NaN,NaN,NaN
16,Russell Poore  ,Self Funded,1996-10-01,"Salt Lake City, UT, United States",Acquired,US Shred,1998-01-01,416,,,,"AZ, USA",'Russell Poore ',,,457,-111.8867975,40.7596198,-3.0519977,-78.7941518,3676.250427968364
17,Presidio Partners  ,Traditional,1996-06-01,"San Francisco, CA, United States",Acquired,Clear Creek Environmental,1998-01-01,268,,,,,"'Doug Tudor ', 'Nick Mansour'",,,579,-122.419906,37.7790262,NaN,NaN,NaN
18,Jim Southern Search Fund 2  ,Traditional,,"Fort Worth, TX, United States",Acquired,Mastercraft Homes,1998-01-01,688,,,,"Florida, United States",'Jim Southern',,,,-97.3327459,32.753177,27.7567667,-81.4639835,1006.7433248103047
19,Ancora Capital ,Traditional,1997-01-01,San Mateo,Acquired,ANCORA PRESORT PARTNERS,1998-01-01,673,,,,"Los Angeles, CA, United States","'Jeff Stevens', 'Gerald Chew'",,,365,-122.3330573,37.496904,34.0536909,-118.242766,330.33739423300113
20,Gulf Search Capital  ,Self Funded,2012-06-06,"New Orleans, LA, United States",Acquired,"Hammerman & Gainer, Inc.",1999-01-01,63,http://www.gulfsearchcapital.com/,http://hgi.global/,,"New Orleans, LA, United States","'Patrick Mansfield', 'Larry Oney ', 'David Cusimano '",,,NaN,-90.0701156,29.9499323,29.9499323,-90.0701156,0.0
21,Al Kapoor - Search Fund  ,Traditional,1997-06-01,"Boston, MA, United States",Acquired,Syntec Custom Injection Molders (now Syntec Optics),1999-02-01,557,inactive: http://www.millenniumv.com/our-firm/history/,https://syntecoptics.com/,,"Pavilion, NY, United States",'Al Kapoor ',"'Howard Stevenson ', 'Craig Burr '",,610,-71.0582912,42.3602534,42.8761722,-78.0227877,355.7929605654012
22,Gregory Mazur  ,Self Funded,1997-06-01,"Boston, MA, United States",Acquired,Great Eastern Premium Pet Food,1999-03-01,410,,,,"Hyde Park, MA",'Gregory Mazur ',,,638,-71.0582912,42.3602534,51.5074889,-0.1622366830806721,3269.5679122173765
23,First American Records Management Company (FARM)  ,Traditional,1997-01-01,"Palo Alto, CA, USA",Acquired,Iron Mountain (information management),1999-04-01,1024,,https://www.ironmountain.com/,,"Boston, MA, USA","'Ken Saxon ', 'Tom Bird '",'Will Thorndike',,820,-122.1598465,37.4443293,42.3602534,-71.0582912,2688.9606897595436
24,Circle Point Capital Corporation  ,Traditional,1996-05-01,"Menlo Park, CA, United States",Inactive,,1999-12-01,422,,,,,'Dale Blocher',,,1309,-122.1779927,37.4519671,NaN,NaN,NaN
25,Tony Distefano Search Fund  ,Traditional,1999-01-01,"Orinda, CA, USA",Acquired,Arrival Communications,2000-03-01,1023,,https://www.linkedin.com/in/tony-distefano-a0a14524/,,"Bakersfield, CA, USA",'Tony Distefano ','Will Thorndike',,425,-122.1796888,37.8771476,35.3738712,-119.0194639,246.1862553072587
26,Falck Holt  ,Traditional,1998-06-01,"Seattle, WA, United States",Acquired,Brandrud Furniture (acquired by Herman Miller),2000-09-01,489,http://www.falckholt.com/,,,"Seattle, WA, United States","'Lee Falck', 'Bobby Holt '","'Rob Marks ', 'David Niemiec ', 'Rick Stratford'",,823,-122.3300624,47.6038321,47.6038321,-122.3300624,0.0
27,Rockwood Equity  ,Self Funded,1999-01-01,"New York, NY, United States",Acquired,"Hunter Manufacturing Co. (now, HDT Global)",2000-10-01,389,http://www.rockwoodequity.com/,http://www.hdtglobal.com/,,"Solon, OH ",'Brett Keith ',,,639,-74.0060152,40.7127281,41.3897764,-81.4412259,390.1011378126927
28,Blackford Capital  Harvard University - Harvard Business School,Traditional,2000-06-01,"Grand Rapids, MI, United States",Acquired,Quality Imaging Products,2001-01-01,260,http://www.blackfordcapital.com/,http://www.knokko.com/qip/1_board.html,,"Orange County, CA, United States",'Martin Stein',"'Craig Burr ', 'Bill Egan ', 'John Gaylord ', 'Linc Holland ', 'Greg Kaufman ', 'Carl Martignetti ', 'David Morrison ', ""Michael F O'Connell"", 'Adrian Slywotzky ', 'Tim Solso ', 'Jim Southern', 'Al Weatherhead ', 'Jonathan West ', 'Steven Wheelwright'",,214,-85.6678639,42.9632405,33.7500378,-117.8704931,1843.6702180540676
29,Mike and Linda Katz ,Self Funded,2000-02-02,"Boston, MA, United States",Acquired,Molded Dimensions,2001-01-01,414,,http://www.moldeddimensions.com/,,"Port Washington, WI, United States","'Linda Katz ', 'Mike Katz '",,,334,-71.0582912,42.3602534,43.3872247,-87.875644,853.0485286887564
30,Jim Southern Search Fund 3  ,Traditional,2000-01-01,"Florida, United States",Acquired,Continental Fire & Safety Services,2001-01-01,689,,http://continentalfireandsafety.com/,,"Rockville, MD, United States","'Jim Southern', 'Scott Sheaffer'",'Will Thorndike',,366,-81.4639835,27.7567667,39.0817985,-77.1516844,820.7648755360085
31,Aragon Capital  London Business School,Traditional,1998-01-08,"London, United Kingdom",Acquired,AP Benson/FamilyGenetix,2001-03-01,429,,http://www.apbenson.com,,"London, United Kingdom",'Tom Girn ',,,1148,-0.1276474,51.5073219,51.5073219,-0.1276474,0.0
32,Pratap Mukherjee & Brian Haas Serach Fund  ,Traditional,2000-01-01,"Palo Alto, CA, USA",Acquired,Beacon Fire & Safety,2001-10-01,1022,,https://www.cintas.com/fire-protection-services/,,"San Francisco, CA, USA","'Pratap Mukherjee', 'Brian Haas '",'Will Thorndike',,639,-122.1598465,37.4443293,37.7790262,-122.419906,27.15484037339915
33,Michael Sanabria Search Fund  ,Self Funded,2002-11-01,"Santa Rosa, CA, United States",Acquired,Impress Northwestern,2002-11-11,682,,http://www.thegoodeco.com,,"Santa Rosa, CA, United States",'Michael Sanabria',,,10,-122.7141049,38.4404925,38.4404925,-122.7141049,0.0
34,SC Ventures  ,Traditional,2001-11-01,"New York, NY, United States",Acquired,Affinitel,2003-01-01,568,http://www.scven.com,http://www.affinitel.com/,,"San Francisco, CA 94105, United States",'Pankaj Amin','Elaine Boxer ',,426,-74.0060152,40.7127281,37.78683135,-122.3956801597126,2564.199346914551
35,Montebello Capital  ,Traditional,2001-01-01,"Cupertino, CA, United States",Acquired,Aero Logistics,2003-01-01,411,,http://www.aero-logistics.net,,"Monroeville, PA, United States","'John Fowler ', 'Josh Greenberg '",,,730,-122.0322895,37.3228934,40.4211798,-79.7881025,2260.8591941015925
36,Teton Industries  ,Traditional,2002-01-01,"Arlington, WA",Acquired,CheckSum,2003-01-01,270,http://www.tetonindustries.com/,http://www.checksum.com/,,"Arlington, WA, United States",'John VanNewkirk ',"'Craig Burr ', 'Bill Egan ', 'Hiroshi Mikitani ', ""Michael F O'Connell"", 'Howard Stevenson ', 'Steven Wheelwright'",,365,-122.1389548,48.1810957,48.1810957,-122.1389548,0.0
37,Genesis Ventures  ,Self Funded,1996-06-01,"Pasadena, CA, United States",Acquired,Crossman Manufacturing,2003-01-01,498,,http://www.crossmanmfg.com/,,"Ontario, CA, USA",'Yosufi Tyebkhan ',,,2405,-118.1444779,34.1476452,34.065846,-117.6484304,28.935655616159323
38,"Crystal Springs Capital, LLC  ",Traditional,2001-07-01,"San Bruno, CA, USA",Acquired,"ServiceSource International, LLC",2003-01-01,478,,http://www.servicesource.com/,,"San Francisco, CA, United States","'David Kennedy  ', 'Mike Smerklo'","'Tom Cassutt', 'David Lazier'",,549,-122.4332435,37.6261715,37.7790262,-122.419906,10.586391726896817
39,Mirablau Equity & Services GmbH  ,Self Funded,2002-01-01,"Munich, Germany",Acquired,Grundig Business Systems,2003-02-02,362,http://www.mira-blau.com/,http://www.grundig-gbs.com/,,"Hertfordshire, United Kingdom",'Jrgen Rilling ',,,397,11.5753822,48.1371079,51.8400523,-0.0978551922452396,577.3428833075698
40,Julie Ha,Traditional,2002-06-01,"Palo Alto, CA, United States",Acquired,Clarita Career College,2003-02-28,413,,,,"Santa Clarita, CA, United States",'Julie Ha ',,,272,-122.1598465,37.4443293,34.3916641,-118.542586,292.27679271449114
41,Leader Creek Partners  ,Traditional,2002-08-01,"Eugene, OR, United States",Acquired,Jody Coyote (renamed Oak Patch Gifts),2003-08-01,509,,http://www.oakpatchgifts.com/Scripts/PublicSite/,,"Eugene, OR, United States","'Chris Cunning', 'Peter Day'","'Andy Dale', 'Daniel Campbell', 'J.T. Fitzgerald'",,365,-123.0950506,44.0505054,44.0505054,-123.0950506,0.0
42,Dionis Company  ,Traditional,2002-01-01,"San Mateo, CA, United States",Acquired,Liberty Fitness,2004-01-01,674,,,,"San Mateo, CA, United States",'Jeff Stevens',,,730,-122.3330573,37.496904,37.496904,-122.3330573,0.0
43,Eventide Management  Colgate University,Traditional,2003-01-01,"New York, NY, United States",Acquired,Southern California Risk Management and Medical Audit and Management,2004-06-18,35,,,,"Orange County, CA, United States","'Rick Taketa', 'Ken Alston'",,,534,-74.0060152,40.7127281,33.7500378,-117.8704931,2434.628193026986
44,AP Capital Partners  ,Traditional,2003-01-01,"Orlando, FL, United States",Acquired,ZeroChaos,2004-12-01,425,http://www.apcpartners.com/,http://www.zerochaos.com/,,"Orlando, FL, United States","'Richard Powell', 'Frantz Alphonse '",,,700,-81.3790304,28.5421109,28.5421109,-81.3790304,0.0
45,"Rabbit Creek Partners, LLC  ",Traditional,2003-06-01,"Boston, MA, United States",Acquired,Acken Signs,2004-12-01,432,,,,"Bluefield, VA, United States",'Doren Spinner ',"'Jim Sharpe', 'Larry Lepard'",,549,-71.0582912,42.3602534,37.2698395,-81.2223195,643.2537255240171
46,Access CIG  ,Single Sponsor,2004-03-01,"Palo Alto, CA, United States",Acquired,RecordXpress,2004-12-01,559,https://informationprotected.com/,http://InformationProtected.com,,"Livermore, CA, United States",'Dennis Barnedt ',"'Aaron Gabbart', 'Joel Peterson', 'Will Thorndike'",,275,-122.1598465,37.4443293,37.6820583,-121.7680531,27.02309219887963
47,"Liffey Thames Group, LLC  ",Traditional,2002-06-01,"San Francisco, CA, United States",Acquired,"SFL Data, Inc. (now known as Discovia)",2004-12-01,443,,https://www.discovia.com/,,"San Francisco, CA, United States","'Christian Lawrence', 'Ciaran Power'","'Jim Southern', 'Coley Andrews', 'David Carver', 'Jim Edmunds', 'Rich Kelley', 'Todd Tracey'",,914,-122.419906,37.7790262,37.7790262,-122.419906,0.0
48,Altos Andes  ,Traditional,2003-01-01,Chile,Acquired,Glasstech S.A. (auto glass systems),2005-01-01,984,,http://www.glasstech.com,,Chile,'Carlos Fell ',"'Cristbal Lira ', 'Guillermo Agero ', 'Sergio Gutirrez ', 'Luis Chadwick '",,731,-71.3187697,-31.7613365,-31.7613365,-71.3187697,0.0
49,Argo Investors LLC  Princeton University,Traditional,2002-12-01,"Bothell, WA, United States",Acquired,FWH (Fast Water Heater) Acquisition Co. LLC,2005-01-01,346,,,,"Bothell, WA, United States",'Jason Hanleybrown',"'Chris Carter ', ""John O'Connell"", 'Neil Russell Foster ', 'Debbie Ivy ', ""Michael F O'Connell"", 'Bill Reid ', 'Todd Sandoz ', 'Paul Huber ', 'Jerry Ivy ', 'Jeffrey David Jordan '",,762,-122.2068288,47.7598697,47.7598697,-122.2068288,0.0
50,Argo Management Partners  ,Traditional,2001-07-01,"Chicago, IL, United States",Acquired,"Hunter MFG, LLP",2005-01-01,505,http://www.argo-partners.com/,http://www.huntermfg.net/,,"Fairfield, NJ, United States","'Daniel Campbell', 'J.T. Fitzgerald'","'Stephen Bent ', 'Nicholas Brady ', 'Russell Fisher ', 'William Hunter ', 'Thomas Sturges '",,1280,-87.6244212,41.8755616,40.2050878,-74.2135004,707.5964912246922
51,"Leadgate, S.A. Carnegie Mellon University - Tepper School of Business",Self Funded,2004-01-01,"Montevideo, Uruguay",Acquired,Industry: Dairy processing and retail distribution out of bankruptcy,2005-01-01,412,,,,"Montevideo, Uruguay","'Matias Campiani ', 'Arturo Alvarez-Demalde ', 'Hugo Sebastian Hirsch '",,,366,-56.1913095,-34.9058916,-34.9058916,-56.1913095,0.0
52,A.J. Wasserstein Search Fund  ,Traditional,,"Connecticut, United States",Acquired,Onesource Water,2005-01-01,707,,http://onesourcewater.net/,,"Farmington, CT 06032, United States",'A.J. Wasserstein','Harold Mottet',,,-72.7342163,41.6500201,41.7198216,-72.8320435,6.981449031450312
53,Pendleton Capital  Stanford University - Graduate School of Business,Traditional,2003-06-06,"Los Angeles, CA, United States",Acquired,InterPrint,2005-03-30,219,,,,"Los Angeles, CA, United States","'Jim Tierney', 'Jason Elk '",,,663,-118.242766,34.0536909,34.0536909,-118.242766,0.0
54,Jim Edmunds search fund  ,Traditional,2004-01-01,"San Francisco, CA, USA",Acquired,Celebrity Kids Portrait Studios (photography),2005-04-01,1071,,,,"San Francisco, CA, USA","'Jim Edmunds', 'Nicholas Weiksner'",,,456,-122.419906,37.7790262,37.7790262,-122.419906,0.0
55,Wheelock Partners  ,Traditional,2004-01-01,"Gardner, MA, United States",Acquired,New England Peptide,2005-04-01,305,http://www.wheelockpartners.com/,www.newenglandpeptide.com,,"Gardner, MA","'Dave Robinson ', 'Benjamin Robinson ', 'Naren Nayak '","""Michael F O'Connell"", 'Owen Colligan ', 'Craig Burr ', 'Brett Keith ', 'Jim Southern', 'Das Narayandas '",,456,-71.9831716,42.5823564,42.5823564,-71.9831716,0.0
56,Headland Partners  ,Traditional,2003-04-01,"San Francisco, CA, United States",Acquired,ProService Hawaii,2005-07-01,431,,http://www.proservice.com/,,"Honolulu, HI, United States","'Ben Godsey ', 'Dustin Sellers'","'Tom Cassutt', 'David Lazier', 'Brad Brown', 'David Carver', 'Jim Edmunds', 'Will Thorndike', 'John Chendo'",'Brian Andrs Helmick',822,-122.419906,37.7790262,21.304547,-157.855676,2394.7450813038054
57,"Willow Capital, LLC  ",Self Funded,2003-01-01,"Lake Oswego, OR, United States",Acquired,AlphaCard,2005-10-01,309,inactive: http://www.willowcapital.com/,http://www.alphacard.com/,,"Portland, OR, United States","'Josh Daniels', 'Brett Fluegel '",,,1004,-122.670649,45.4206749,45.5202471,-122.6741949,6.881928815560491
58,Entrada Ventures LLC  ,Self Funded,2004-10-10,"Albuquerque, NM, United States",Acquired,MIOX Corp.,2005-10-01,482,,http://www.miox.com/,,"Albuquerque, NM, United States","'Carlos Perea ', 'John Gerhart '","'Trevor Loy ', 'Dirk McDermott '",,356,-106.650985,35.0841034,35.0841034,-106.650985,0.0
59,Stoddard Hill Capital  ,Traditional,2003-11-11,"Cincinnati, OH, United States",Acquired,iNET Interactive,2005-11-11,135,http://www.stoddardhillcapital.com/,http://www.penton.com/inet-interactive/,,"Cincinnati, OH, United States",'Troy Augustine',"'Tom Cassutt', 'David Lazier', 'David Carver', 'Jim Edmunds', 'Brad Brown'",,731,-84.5124602,39.1014537,39.1014537,-84.5124602,0.0
60,Footbridge Partners  ,Traditional,2004-01-20,"Atlanta, GA 30357, USA",Acquired,Own and operate multiple children’s play space facilities throughout Manhattan.,2006-01-01,870,,,,"Manhattan, New York, NY, USA",'Brian Davis ',"""Michael F O'Connell"", 'Howard Stevenson ', 'Tommy Beman ', 'Craig Burr ', 'Tom DeLong ', 'James Greene ', 'Joe Patton ', 'Harry Augur ', 'Robert Bowman ', 'Bob Carton ', 'Bill Egan '",,712,NaN,NaN,40.7896239,-73.9598939,NaN
61,Pacific Onset Capital  ,Traditional,2005-04-12,"Los Angeles, CA, United States",Acquired,Avadyne Health,2006-01-10,183,inactive: www.pacificonset.com,https://www.avadynehealth.com/,,"San Diego, CA, United States",'Moises Eilemberg',"'Tom Cassutt', 'David Lazier', 'Bill Egan ', 'Rich Kelley', ""Michael F O'Connell"", 'Howard Stevenson ', 'Jim Edmunds', 'David Carver', 'Todd Tracey', 'William Leachman ', 'Leonardo Simpser', ""MK O'Connell""",,273,-118.242766,34.0536909,32.7174202,-117.1627728,111.38266690230145
62,VantageCap Partners  ,Traditional,2003-12-12,"Dallas, TX, United States",Acquired,Behavioral Health Group,2006-04-04,146,,http://www.bhgrecovery.com,,"Dallas, TX, United States","'Andy Love', 'Jim Draudt'","'David Carver', 'Jim Edmunds'",'Mark Turner',844,-96.7968559,32.7762719,32.7762719,-96.7968559,0.0
63,Mt. Auburn Partners  ,Traditional,2004-06-01,"Boston, MA",Acquired,IVIZE (acquired by Modus),2006-06-01,277,,http://discovermodus.com/,,"Charlotte, NC, United States","'Malte Bernholz ', 'Joel Milne '","'David Carver', 'Rich Kelley', 'Jim Edmunds', 'Brad Brown', 'Paul Davies', ""Michael F O'Connell""",,730,-71.0582912,42.3602534,35.2272086,-80.8430827,720.5774825143426
64,Council Oak Investors  ,Traditional,2006-10-05,"Austin, TX, USA",Acquired,Formaspace (custom furniture),2006-06-05,995,,formaspace.com,,"Austin, TX, USA",'Jeff Turk',,,NaN,-97.7436995,30.2711286,30.2711286,-97.7436995,0.0
65,North Point Capital Partners  ,Traditional,2005-01-01,"Long Lake, MN, United States",Acquired,Asset Recovery Corporation,2006-10-10,207,,http://www.arrow.com,,"Minneapolis, MN, United States",'Marshall Johnson',"'David Carver', 'Jim Edmunds'",,647,-93.5715908,44.9863892,44.9772995,-93.2654692,14.973913082668732
66,OPK Capital  ,Traditional,2006-05-01,"Markham, ON, Canada",Acquired,Lind Equipment,2007-01-01,283,http://www.opkcapital.com/,http://www.lindequipment.net,,"Markham, Ontario, Canada","'Brian Astl ', 'Sean Van Doorselaer '","'Scott Asen', 'Craig Burr ', 'David Frankel ', 'Richard Ivey ', ""Michael F O'Connell"", 'Howard Stevenson ', 'Will Thorndike', 'Bill Young ', 'David Young ', 'Grant Gund', 'Ralph Vogel', 'Zack Gund '",,245,-79.3376825,43.8563707,43.8563707,-79.3376825,0.0
67,Fairview Partners  ,Self Funded,2006-02-02,"Manitowoc, WI, United States",Acquired,G & P Machine Company (now Prism Manufacturing Group),2007-01-01,488,,,,"Port Washington, WI, United States","'Jack Zbiegien ', 'Ric Czarnecki '",,,333,-87.6575841,44.0886059,43.3872247,-87.875644,49.668343975540736
68,Scout Capital LLC ,Traditional,2005-06-01,"Chicago, IL, USA",Acquired,specialty contracting and manufacturing business,2007-01-01,854,,,,,'Liesl McDonald',,,579,-87.6244212,41.8755616,NaN,NaN,NaN
69,Reticle Partners  ,Traditional,2005-06-01,"Pittsburgh, PA, United States",Acquired,"Columbia Northwest, Inc",2007-04-01,609,,http://www.aliner.com,,"Mt. Pleasant, PA","'Ned Collins', 'David Harel '","'Karl Krieger ', 'Dale Buckwalter ', 'Ed Anderson ', 'Eric Close ', 'Yves Carreau ', ""Dave D'Appolonia "", 'Chris Farls ', 'Matt Levy ', 'Lhormer ', 'Dan Lynch ', 'Hal Mendlowitz ', 'Patrick Mercier ', 'Scott Wolford '","'Eric Close ', 'Chris Faris ', 'Chuck Kennedy '",669,-79.9900861,40.4416941,40.1487475,-79.5421368,31.095787781071557
70,J. Devien Capital LLC  ,Traditional,2005-06-01,"Atlanta, GA, United States",Acquired,American Biosurgical LLC,2007-05-01,406,,http://www.americanbiosurgical.com,,"Atlanta, GA","'Joe McGhee', 'James Kennedy ', 'Paul Mooney '","'Scott Asen', 'Craig Burr ', 'Tom Cassutt', 'David Lazier'",'Elliott Holland',699,-84.3902644,33.7489924,33.7489924,-84.3902644,0.0
71,Diligent Capital LLC  ,Traditional,2006-05-01,"Fort Myers, FL, United States",Acquired,ChildCare Careers,2007-06-01,481,,http://www.childcarecareers.net/,,"Brisbane, CA, USA","'Peter L. Jones ', 'Jason D. Jones '",,,396,-81.8723084,26.640628,37.687165,-122.402794,2468.8881779714125
72,Venatus Capital Partners  ,Traditional,2006-01-01,"Redondo Beach, CA, United States",Acquired,"EM-Assist, Inc. (environmental program management and technical support services to DoD)",2007-07-01,387,,,,"Sacramento, CA, USA",'Jeremy Burr',"'Scott Asen', 'James Braun ', 'Craig Burr ', 'Bill Egan ', 'Nabil El-Hage ', 'Jeffrey Evans ', 'Russell Fisher ', 'J.T. Fitzgerald', 'James Freedman ', 'Andreas Graham ', 'James Higgins ', 'Arnaud Karsenti ', ""Michael F O'Connell"", ""Paul O'Leary "", 'Michael Rosenberg ', 'Rafael Somoza', 'Jos Stella', 'Howard Stevenson ', 'Will Thorndike', 'Jim Wilder'",,546,-118.3886766,33.8455911,38.5810606,-121.493895,370.09602598444195
73,Travis Ayers' Search Fund  ,Self Funded,,"Friday Harbor, WA, USA",Acquired,Luxel Corporation (research equipment),2007-08-01,849,,https://luxel.com/,,"Friday Harbor, WA, USA",'Travis Ayers',,,,-123.0171242,48.5342662,48.5342662,-123.0171242,0.0
74,"Buck Creek Capital, LLC  ",Traditional,2005-01-01,"Seattle, WA, United States",Acquired,Fresca Mexican Foods LLC,2007-08-08,473,,http://frescamex.com/,,"Boise, ID, United States",'Andrew Savin',"'Andy Dale', 'John Buttrick ', 'Phil Calian ', 'Stephen Clearman', 'William Cohan', 'Timothy Dunley ', 'David Gabrieli ', 'Larry Lepard', 'Howard Stevenson ', 'Will Thorndike', 'Richard Vines ', 'Howard Philip Welt ', 'Steve Brown ', 'Craig Burr '",,949,-122.3300624,47.6038321,43.6166163,-116.200886,404.3093611517483
75,Blue Canyon Capital  ,Traditional,2006-06-06,"Dayton, OH, United States",Acquired,VRI,2007-10-10,161,http://bluecanyoncapital.com/,http://www.vricares.com/,,"Dayton, OH, United States","'Chris Hendriksen', 'Andy Schoonover'","'Bill Egan ', 'Jeff Goettman ', 'Paul Furlow', 'Craig Burr ', 'Chris Nassetta ', 'Jim Risoleo ', 'Bob Oster ', 'Kent Weaver', 'Steve Lanter ', 'Martin Cagan ', 'Mike Cantonis ', ""Michael F O'Connell"", 'Chris Clevenger ', 'Jay Kern ', 'Rich Kelley', 'Jim Edmunds', 'David Carver', 'Howard Stevenson ', 'Robert Dahl ', 'Scott Grossman ', 'Daniel Henn ', 'Michael Aubrey ', 'Doug McCormick '",,491,-84.1916069,39.7589478,39.7589478,-84.1916069,0.0
76,Bosworth Capital Partners  ,Traditional,2008-12-01,"Western Springs, IL, USA",Acquired,EMI Porta,2007-12-01,2298,https://www.bosworthcapital.com/,https://www.emiporta.com/,,"Arlington Heights, Illinois, United States","'Matt Estep', 'Mark Vanderheyden'",,,NaN,-87.900671,41.8096132,42.0811563,-87.9802164,19.20201301335042
